Date,Open,High,Low,Close,Adj. Close,Change,Volume
5-Sep-25,752.62,757.95,745.03,752.45,752.45,0.51%,"9,569,768"
4-Sep-25,748.57,761.16,745.82,748.65,748.65,1.57%,"11,439,078"
3-Sep-25,736,740.25,733.99,737.05,737.05,0.26%,"7,650,495"
2-Sep-25,726.04,736,721.73,735.11,735.11,-0.49%,"9,350,857"
29-Aug-25,745.28,747.14,735.35,738.7,738.7,-1.65%,"9,070,546"
28-Aug-25,744,753.06,740.8,751.11,751.11,0.50%,"7,467,955"
27-Aug-25,752.3,754.15,742.84,747.38,747.38,-0.89%,"8,315,435"
26-Aug-25,750.8,754.87,747.94,754.1,754.1,0.11%,"7,601,800"
25-Aug-25,754.82,758.88,750.13,753.3,753.3,-0.20%,"6,861,158"
22-Aug-25,739.23,756.9,734.39,754.79,754.79,2.12%,"10,612,667"
21-Aug-25,744.71,745.5,733.11,739.1,739.1,-1.15%,"8,876,307"
20-Aug-25,747.57,750.2,731,747.72,747.72,-0.50%,"11,898,190"
19-Aug-25,767.12,767.17,749.36,751.48,751.48,-2.07%,"12,286,690"
18-Aug-25,775.09,775.81,756.56,767.37,767.37,-2.27%,"16,513,737"
15-Aug-25,784.15,796.25,780.82,785.23,785.23,0.40%,"13,375,361"
14-Aug-25,777.88,787.81,772.51,782.13,782.13,0.26%,"8,116,193"
13-Aug-25,791.15,795.46,778.23,780.08,780.08,-1.26%,"8,811,750"
12-Aug-25,773,793.67,772.43,790,790,3.15%,"14,579,765"
11-Aug-25,770.08,773.46,764.67,765.87,765.87,-0.45%,"7,611,964"
8-Aug-25,762.75,769.9,758.58,769.3,769.3,0.98%,"7,320,755"
7-Aug-25,773.49,775,759.55,761.83,761.83,-1.32%,"9,019,691"
6-Aug-25,770,773.64,760.46,771.99,771.99,1.12%,"9,733,910"
5-Aug-25,776.45,783.13,763,763.46,763.46,-1.66%,"11,640,294"
4-Aug-25,760,776.85,758.41,776.37,776.37,3.51%,"15,801,727"
1-Aug-25,760.73,766,745.31,750.01,750.01,-3.03%,"19,028,710"
31-Jul-25,775.2,784.75,765.51,773.44,773.44,11.25%,"38,831,098"
30-Jul-25,708.09,708.5,691.2,695.21,695.21,-0.68%,"27,077,286"
29-Jul-25,720,724.47,699.91,700,700,-2.46%,"13,267,032"
28-Jul-25,715.2,724.74,712.68,717.63,717.63,0.69%,"8,715,743"
25-Jul-25,716.92,720.65,711.9,712.68,712.68,-0.30%,"8,271,698"
24-Jul-25,717.05,723.62,714,714.8,714.8,0.17%,"10,920,836"
23-Jul-25,706.37,714.63,704.93,713.58,713.58,1.24%,"8,771,615"
22-Jul-25,716.19,716.6,701.41,704.81,704.81,-1.14%,"8,921,064"
21-Jul-25,706.8,717,705.76,712.97,712.97,1.23%,"9,404,391"
18-Jul-25,702.19,704.71,691.65,704.28,704.28,0.41%,"12,779,752"
17-Jul-25,704.39,705.9,697.11,701.41,701.41,-0.21%,"11,803,264"
16-Jul-25,713.37,713.97,699.27,702.91,702.91,-1.05%,"13,067,627"
15-Jul-25,723.9,724.47,709.82,710.39,710.39,-1.46%,"11,529,511"
14-Jul-25,717.6,728,716.55,720.92,720.92,0.48%,"8,939,399"
11-Jul-25,722.5,725.16,709.7,717.51,717.51,-1.34%,"10,873,880"
10-Jul-25,731.55,735.8,719.6,727.24,727.24,-0.76%,"9,922,249"
9-Jul-25,722.72,737.53,722.72,732.78,732.78,1.68%,"11,417,963"
8-Jul-25,721.57,722.91,714.81,720.67,720.67,0.32%,"7,770,693"
7-Jul-25,717.6,727,713.51,718.35,718.35,-0.09%,"9,457,080"
3-Jul-25,726.61,729.03,714.42,719.01,719.01,0.76%,"8,601,653"
2-Jul-25,715.33,720.3,712.8,713.57,713.57,-0.79%,"9,336,740"
1-Jul-25,736.88,737.75,715.37,719.22,719.22,-2.56%,"13,431,248"
30-Jun-25,744.55,747.9,734.25,738.09,738.09,0.61%,"15,402,105"
27-Jun-25,726.52,735.43,725.86,733.63,733.63,1.04%,"18,775,735"
26-Jun-25,714.36,728.22,711.05,726.09,726.09,2.46%,"13,964,793"
25-Jun-25,713.32,716.58,705.38,708.68,708.68,-0.49%,"9,320,436"
24-Jun-25,704.89,713.19,702.11,712.2,712.2,1.96%,"13,823,180"
23-Jun-25,683.69,699.05,678.75,698.53,698.53,2.37%,"11,080,055"
20-Jun-25,700.75,701.82,678.67,682.35,682.35,-1.93%,"22,538,640"
18-Jun-25,698.18,701.59,694.9,695.77,695.77,-0.21%,"10,068,255"
17-Jun-25,702,705.97,696.06,697.23,697.23,-0.70%,"10,066,110"
16-Jun-25,699.33,707.15,693.51,702.12,702.12,2.82%,"13,720,288"
13-Jun-25,687.95,694.57,681.01,682.87,682.36,-1.51%,"9,274,441"
12-Jun-25,693.3,695.38,687,693.36,692.84,-0.11%,"7,322,730"
11-Jun-25,703.71,708.87,691.99,694.14,693.62,-1.18%,"9,582,508"
10-Jun-25,701.35,703.23,691.56,702.4,701.88,1.20%,"10,850,146"
9-Jun-25,698.46,705.19,693.94,694.06,693.54,-0.52%,"12,773,221"
6-Jun-25,696.17,702.81,691.87,697.71,697.19,1.91%,"11,727,961"
5-Jun-25,691.66,694.38,682.25,684.62,684.11,-0.48%,"13,120,335"
4-Jun-25,669.32,689,668.57,687.95,687.44,3.16%,"14,031,931"
3-Jun-25,671.45,675.58,665.03,666.85,666.35,-0.60%,"11,585,031"
2-Jun-25,644.39,673.26,644.26,670.9,670.4,3.62%,"15,766,258"
30-May-25,642.5,649.41,632.78,647.49,647.01,0.38%,"16,240,951"
29-May-25,651.65,653.32,639.5,645.05,644.57,0.23%,"8,883,436"
28-May-25,642.6,650.88,642.55,643.58,643.1,0.20%,"9,042,874"
27-May-25,635.41,643.08,632.75,642.32,641.84,2.43%,"9,508,367"
23-May-25,624,632.45,622.65,627.06,626.59,-1.49%,"8,454,067"
22-May-25,634.05,643.25,630.71,636.57,636.09,0.17%,"8,228,443"
21-May-25,631.79,646.61,630.17,635.5,635.03,-0.25%,"11,464,569"
20-May-25,636.01,639.35,632.26,637.1,636.62,-0.52%,"6,743,473"
19-May-25,628.25,643,627.8,640.43,639.95,0.01%,"9,592,374"
16-May-25,637.96,640.44,626.15,640.34,639.86,-0.55%,"18,518,972"
15-May-25,654.28,657.31,638.58,643.88,643.4,-2.35%,"14,341,835"
14-May-25,661.21,662.67,654.31,659.36,658.87,0.51%,"12,348,179"
13-May-25,645.55,660.92,642.83,656.03,655.54,2.60%,"18,570,821"
12-May-25,630.92,640.39,621.03,639.43,638.95,7.92%,"21,965,085"
9-May-25,603.72,606.97,591.71,592.49,592.05,-0.92%,"10,427,286"
8-May-25,606.29,611.3,596.62,598.01,597.56,0.20%,"14,622,805"
7-May-25,590.36,603.08,586.67,596.81,596.36,1.62%,"13,160,976"
6-May-25,592.53,596.03,586.58,587.31,586.87,-2.00%,"10,600,650"
5-May-25,591.22,603.21,588.05,599.27,598.82,0.38%,"13,887,724"
2-May-25,583.46,604.34,578.33,597.02,596.57,4.34%,"24,739,260"
1-May-25,592.08,592.95,570.5,572.21,571.78,4.23%,"31,159,033"
30-Apr-25,538.4,549.1,529.5,549,548.59,-0.98%,"29,243,971"
29-Apr-25,546,556.57,544.12,554.44,554.03,0.85%,"11,835,036"
28-Apr-25,555.64,558.49,540.59,549.74,549.33,0.45%,"15,178,995"
25-Apr-25,546.8,549.86,536.25,547.27,546.86,2.65%,"17,098,921"
24-Apr-25,518.73,533.9,517.5,533.15,532.75,2.48%,"13,910,011"
23-Apr-25,528.53,535.34,516.52,520.27,519.88,4.00%,"18,173,910"
22-Apr-25,491.87,506.88,486.36,500.28,499.91,3.22%,"17,399,408"
21-Apr-25,491.33,493.5,479.8,484.66,484.3,-3.35%,"16,165,982"
17-Apr-25,505.25,507.3,498.01,501.48,501.11,-0.17%,"14,593,508"
16-Apr-25,508.51,513.37,495.63,502.31,501.94,-3.68%,"18,735,075"
15-Apr-25,532.11,537.94,517.5,521.52,521.13,-1.87%,"15,558,659"
14-Apr-25,556.18,557.77,528.28,531.48,531.08,-2.22%,"14,130,928"
11-Apr-25,535.51,547.4,528.59,543.57,543.16,-0.50%,"17,642,327"
10-Apr-25,575.49,581.3,535.3,546.29,545.88,-6.74%,"28,173,491"
9-Apr-25,509.27,587.89,502.11,585.77,585.33,14.76%,"39,216,578"
8-Apr-25,543.25,547.43,502.86,510.45,510.07,-1.12%,"28,034,211"
7-Apr-25,485.1,539.37,481.9,516.25,515.86,2.28%,"36,606,136"
4-Apr-25,506.62,518,494.2,504.73,504.35,-5.06%,"38,589,814"
3-Apr-25,546.22,552.56,530.3,531.62,531.22,-8.96%,"34,777,460"
2-Apr-25,574.91,592.66,573.36,583.93,583.49,-0.35%,"13,470,778"
1-Apr-25,570.84,589.91,570,586,585.56,1.67%,"12,836,574"
31-Mar-25,563.5,578.7,553.3,576.36,575.93,-0.07%,"21,124,677"
28-Mar-25,600.31,601.75,573.92,576.74,576.31,-4.29%,"17,602,823"
27-Mar-25,602,614.25,600.1,602.58,602.13,-1.37%,"10,436,524"
26-Mar-25,624.89,626.75,606.61,610.98,610.52,-2.45%,"12,661,891"
25-Mar-25,626.76,633.88,621.18,626.31,625.84,1.21%,"15,312,540"
24-Mar-25,614.97,622.54,612.2,618.85,618.39,3.79%,"15,741,274"
21-Mar-25,583.43,597.55,580.95,596.25,595.8,1.75%,"25,015,864"
20-Mar-25,582.76,610.2,579.51,586,585.56,0.33%,"24,336,505"
19-Mar-25,584.28,592.32,574.77,584.06,583.62,0.29%,"20,537,498"
18-Mar-25,600.05,600.25,574.66,582.36,581.93,-3.73%,"20,297,708"
17-Mar-25,607.46,613.1,598,604.9,604.45,-0.44%,"15,473,909"
14-Mar-25,602.81,608.86,594.78,607.6,607.15,2.87%,"12,364,505"
13-Mar-25,620.25,620.5,586.51,590.64,589.69,-4.67%,"16,480,324"
12-Mar-25,629.9,633.33,609.35,619.56,618.56,2.29%,"15,746,966"
11-Mar-25,595.06,614.93,593.33,605.71,604.74,1.29%,"17,401,469"
10-Mar-25,608.07,610.11,586.87,597.99,597.03,-4.42%,"21,395,988"
7-Mar-25,625.37,634.79,600.61,625.66,624.65,-0.36%,"21,375,671"
